feature,mean_abs_shap,rank_shap,cpf_importance_mean,rank_cpf,class_id,class_name,shap_top_k,cpf_top_k,strict_intersection,shap_normalized,cpf_normalized,consensus_score
dns_qclass,0.0026239508567883034,18,-0.00047095695798566873,21,8,scanning,False,False,False,0.0001743531595153454,0.0,8.71765797576727e-05
dns_qtype,0.024412886391970062,11,-0.00011678517414301926,19,8,scanning,False,False,False,0.0016221583816318275,0.0,0.0008110791908159138
dns_rcode,0.010285718068126365,15,-0.000574932319510113,22,8,scanning,False,False,False,0.0006834531364878345,0.0,0.00034172656824391724
dns_AA,0.0017624943515013787,19,-0.00029585617297291924,20,8,scanning,False,False,False,0.00011711212426758013,0.0,5.855606213379006e-05
dns_RD,0.008234103804409929,17,3.530117025667412e-05,14,8,scanning,False,False,False,0.0005471299168435692,4.495472562165761e-05,0.0002960423212326134
dns_RA,0.012235030326199188,13,0.0006902341348461683,10,8,scanning,False,True,False,0.0008129787143765096,0.0008789874647525389,0.0008459830895645242
dns_rejected,0.010146784323318938,16,0.00021602726674685435,12,8,scanning,False,False,False,0.0006742214325830887,0.000275102678828768,0.00047466205570592836
http_request_body_len,0.0,20,0.0,15,8,scanning,False,False,False,0.0,0.0,0.0
http_response_body_len,0.0,21,0.0,16,8,scanning,False,False,False,0.0,0.0,0.0
http_status_code,0.0,22,0.0,17,8,scanning,False,False,False,0.0,0.0,0.0
proto,0.19940424370761925,10,0.031020090027763226,6,9,xss,True,True,True,0.07309965519358924,0.06309462715675329,0.06809714117517127
service,0.14942465443836292,11,0.001222690437325724,13,9,xss,False,False,False,0.05477762415568987,0.002486943048912773,0.02863228360230132
duration,0.8532414533522766,4,0.06889424851012978,4,9,xss,True,True,True,0.31279001327766204,0.14013037741350437,0.2264601953455832
src_bytes,1.8314251757640378,2,0.08320264998130056,3,9,xss,True,True,True,0.6713826464872488,0.16923355716651806,0.4203081018268834
dst_bytes,0.7813216955320595,6,0.006057196158246602,9,9,xss,True,True,True,0.28642492996492697,0.012320290910756117,0.14937261043784153
conn_state,2.7278410982861487,1,0.49164392319327643,1,9,xss,True,True,True,1.0,1.0,1.0
missed_bytes,0.002269707362298144,19,3.8592277686544385e-05,19,9,xss,False,False,False,0.0008320526308237523,7.849639925555e-05,0.00045527451503965115
src_pkts,0.7834120542378149,5,0.05829735172965209,5,9,xss,True,True,True,0.28719123512363604,0.11857636996915362,0.20288380254639482
src_ip_bytes,1.4428820461618388,3,0.26017354383120433,2,9,xss,True,True,True,0.5289465163745698,0.5291910090972978,0.5290687627359338
dst_pkts,0.28052592047222863,9,0.0026189322050282015,10,9,xss,True,True,True,0.10283807244068498,0.005326888183663443,0.05408248031217421
dst_ip_bytes,0.38068149994043715,8,0.00810328128735518,8,9,xss,True,True,True,0.13955413318598806,0.016482012499460092,0.07801807284272408
dns_query,0.4506765836731752,7,0.017204939650816264,7,9,xss,True,True,True,0.16521364970867505,0.034994716377390496,0.10010418304303277
